tr|A0A0F9V9X2|A0A0F9V9X2_9ZZZZ	204	29.661	118	71	5	37	149	23	133	9.52e-06	41.2
tr|A0A0F9V9X2|A0A0F9V9X2_9ZZZZ	204	29.661	118	71	5	37	149	23	133	9.52e-06	41.2
tr|A0A0F9V9X2|A0A0F9V9X2_9ZZZZ	204	29.661	118	71	5	37	149	23	133	9.52e-06	41.2
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	41.010	495	265	12	9	495	5	480	1.26e-113	338
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	sp|P86325|EST1_THEFU	35.922	515	281	16	9	499	4	493	1.52e-96	295
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	101	38.934	244	134	6	87	316	2	244	1.79e-48	163
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	102	41.364	220	118	5	10	221	12	228	9.31e-47	158
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	102	41.364	220	118	5	10	221	12	228	1.18e-43	158
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	IS10	26.168	107	67	2	104	208	76	172	1.11e-06	43.1
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	40.808	495	266	12	6	492	5	480	3.88e-110	329
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	sp|P86325|EST1_THEFU	36.416	519	277	17	6	498	4	495	4.52e-97	296
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	102	42.986	221	113	6	7	218	12	228	1.27e-48	163
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	102	43.304	224	108	7	7	218	12	228	3.37e-45	163
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	101	38.115	244	136	6	84	313	2	244	1.71e-43	149
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	IS10	29.907	107	63	2	101	205	76	172	4.14e-10	53.9
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	UNZ81748.1	28.025	157	89	5	47	199	32	168	2.54e-06	42.0
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	211	26.540	211	136	8	16	213	59	263	1.07e-07	43.9
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	211	26.540	211	136	8	16	213	59	263	1.07e-07	43.9
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	211	26.540	211	136	8	16	213	59	263	1.07e-07	43.9
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	204	25.269	186	121	5	16	195	50	223	3.56e-06	39.3
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	204	25.269	186	121	5	16	195	50	223	3.56e-06	39.3
tr|A0A0F9T005|A0A0F9T005_9ZZZZ	204	25.269	186	121	5	16	195	50	223	3.56e-06	39.3
tr|A0A0F9V5A0|A0A0F9V5A0_9ZZZZ	211	24.576	236	155	8	3	226	19	243	4.12e-08	45.8
tr|A0A0F9V5A0|A0A0F9V5A0_9ZZZZ	211	24.576	236	155	8	3	226	19	243	4.12e-08	45.8
tr|A0A0F9V5A0|A0A0F9V5A0_9ZZZZ	211	24.576	236	155	8	3	226	19	243	4.12e-08	45.8
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	PET46	26.778	239	145	11	33	256	30	253	4.94e-10	51.6
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	211	24.481	241	149	11	33	256	31	255	1.19e-08	47.8
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	211	24.481	241	149	11	33	256	31	255	1.19e-08	47.8
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	211	24.481	241	149	11	33	256	31	255	1.19e-08	47.8
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	204	27.984	243	143	11	30	261	17	238	6.35e-08	45.4
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	204	27.984	243	143	11	30	261	17	238	6.35e-08	45.4
tr|A0A0F9WLM4|A0A0F9WLM4_9ZZZZ	204	27.984	243	143	11	30	261	17	238	6.35e-08	45.4
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	211	25.862	232	155	8	23	241	33	260	2.05e-14	64.3
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	211	25.862	232	155	8	23	241	33	260	2.05e-14	64.3
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	211	25.862	232	155	8	23	241	33	260	2.05e-14	64.3
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	PET46	26.068	234	157	8	20	241	29	258	7.78e-11	53.9
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	204	24.000	200	127	7	24	211	23	209	6.40e-10	50.8
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	204	24.000	200	127	7	24	211	23	209	6.40e-10	50.8
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	204	24.000	200	127	7	24	211	23	209	6.40e-10	50.8
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	307	29.167	168	95	7	72	228	3	157	1.00e-09	49.7
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	307	29.167	168	95	7	72	228	3	157	1.00e-09	49.7
tr|A0A381T2T5|A0A381T2T5_9ZZZZ	307	29.167	168	95	7	72	228	3	157	1.00e-09	49.7
tr|A0A381WS60|A0A381WS60_9ZZZZ	211	32.558	129	71	6	6	118	9	137	1.62e-09	47.0
tr|A0A381WS60|A0A381WS60_9ZZZZ	211	32.558	129	71	6	6	118	9	137	1.62e-09	47.0
tr|A0A381WS60|A0A381WS60_9ZZZZ	211	32.558	129	71	6	6	118	9	137	1.62e-09	47.0
tr|A0A381WS60|A0A381WS60_9ZZZZ	204	29.592	98	61	2	24	113	23	120	5.74e-07	39.7
tr|A0A381WS60|A0A381WS60_9ZZZZ	204	29.592	98	61	2	24	113	23	120	5.74e-07	39.7
tr|A0A381WS60|A0A381WS60_9ZZZZ	204	29.592	98	61	2	24	113	23	120	5.74e-07	39.7
tr|A0A381WS60|A0A381WS60_9ZZZZ	PET46	30.392	102	62	4	22	114	31	132	8.28e-06	36.6
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	PET46	37.634	93	53	3	3	90	35	127	2.48e-13	57.0
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	204	36.842	95	53	3	1	89	23	116	1.05e-08	43.9
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	204	36.842	95	53	3	1	89	23	116	1.05e-08	43.9
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	204	36.842	95	53	3	1	89	23	116	1.05e-08	43.9
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	102	40.909	66	36	2	27	89	443	508	1.47e-06	38.1
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	102	40.909	66	36	2	27	89	831	896	1.47e-06	38.1
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	214	40.909	66	36	2	27	89	66	131	1.48e-06	37.7
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	214	40.909	66	36	2	27	89	66	131	1.48e-06	37.7
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	214	40.909	66	36	2	27	89	66	131	1.48e-06	37.7
tr|X1B6J5|X1B6J5_9ZZZZ	204	26.724	232	152	9	23	238	9	238	7.05e-20	79.0
tr|X1B6J5|X1B6J5_9ZZZZ	204	26.724	232	152	9	23	238	9	238	7.05e-20	79.0
tr|X1B6J5|X1B6J5_9ZZZZ	204	26.724	232	152	9	23	238	9	238	7.05e-20	79.0
tr|X1B6J5|X1B6J5_9ZZZZ	PET46	25.391	256	161	8	12	238	3	257	2.07e-17	72.4
tr|X1B6J5|X1B6J5_9ZZZZ	211	25.984	254	152	11	17	238	10	259	3.42e-17	72.0
tr|X1B6J5|X1B6J5_9ZZZZ	211	25.984	254	152	11	17	238	10	259	3.42e-17	72.0
tr|X1B6J5|X1B6J5_9ZZZZ	211	25.984	254	152	11	17	238	10	259	3.42e-17	72.0
tr|X1B6J5|X1B6J5_9ZZZZ	307	25.731	171	110	6	86	240	3	172	4.48e-11	53.5
tr|X1B6J5|X1B6J5_9ZZZZ	307	25.731	171	110	6	86	240	3	172	4.48e-11	53.5
tr|X1B6J5|X1B6J5_9ZZZZ	307	25.731	171	110	6	86	240	3	172	4.48e-11	53.5
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	307	26.667	75	52	2	38	110	101	174	1.46e-06	38.1
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	307	26.667	75	52	2	38	110	101	174	1.46e-06	38.1
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	307	26.667	75	52	2	38	110	101	174	1.46e-06	38.1
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	204	31.667	60	39	1	51	108	181	240	6.33e-06	36.6
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	204	31.667	60	39	1	51	108	181	240	6.33e-06	36.6
tr|A0A0F8VSC0|A0A0F8VSC0_9ZZZZ	204	31.667	60	39	1	51	108	181	240	6.33e-06	36.6
tr|A0A0F8VV60|A0A0F8VV60_9ZZZZ	211	28.972	107	70	3	9	111	54	158	2.92e-07	42.0
tr|A0A0F8VV60|A0A0F8VV60_9ZZZZ	211	28.972	107	70	3	9	111	54	158	2.92e-07	42.0
tr|A0A0F8VV60|A0A0F8VV60_9ZZZZ	211	28.972	107	70	3	9	111	54	158	2.92e-07	42.0
tr|A0A0F8VV60|A0A0F8VV60_9ZZZZ	PET46	29.907	107	69	4	9	111	53	157	4.74e-06	38.5
tr|A0A0F8W7X5|A0A0F8W7X5_9ZZZZ	PET46	29.600	125	75	4	34	146	49	172	8.88e-08	45.4
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	PET46	23.333	270	174	9	15	267	5	258	1.80e-09	50.4
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	211	22.993	274	171	11	15	267	6	260	1.85e-09	50.4
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	211	22.993	274	171	11	15	267	6	260	1.85e-09	50.4
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	211	22.993	274	171	11	15	267	6	260	1.85e-09	50.4
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	307	23.596	178	116	5	103	271	9	175	5.44e-07	42.0
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	307	23.596	178	116	5	103	271	9	175	5.44e-07	42.0
tr|A0A0F8WFI3|A0A0F8WFI3_9ZZZZ	307	23.596	178	116	5	103	271	9	175	5.44e-07	42.0
tr|A0A0F8WSY1|A0A0F8WSY1_9ZZZZ	PbPl	25.694	144	87	5	1	144	86	209	3.97e-07	42.0
