tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	41.010	495	265	12	9	495	5	480	1.26e-113	338
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	sp|P86325|EST1_THEFU	35.922	515	281	16	9	499	4	493	1.52e-96	295
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	101	38.934	244	134	6	87	316	2	244	1.79e-48	163
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	102	41.364	220	118	5	10	221	12	228	9.31e-47	158
tr|A0A0F9L8I5|A0A0F9L8I5_9ZZZZ	102	41.364	220	118	5	10	221	12	228	1.18e-43	158
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	40.808	495	266	12	6	492	5	480	3.88e-110	329
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	sp|P86325|EST1_THEFU	36.416	519	277	17	6	498	4	495	4.52e-97	296
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	102	42.986	221	113	6	7	218	12	228	1.27e-48	163
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	102	43.304	224	108	7	7	218	12	228	3.37e-45	163
tr|A0A0F9QTC4|A0A0F9QTC4_9ZZZZ	101	38.115	244	136	6	84	313	2	244	1.71e-43	149
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	211	35.922	103	61	2	1	98	34	136	1.89e-13	57.4
tr|A0A382TCC3|A0A382TCC3_9ZZZZ	PET46	37.634	93	53	3	3	90	35	127	2.48e-13	57.0
tr|A0A0F8XS45|A0A0F8XS45_9ZZZZ	102	53.237	139	64	1	29	166	7	145	1.65e-50	157
tr|A0A0F8XS45|A0A0F8XS45_9ZZZZ	102	53.237	139	64	1	29	166	7	145	1.28e-47	158
tr|A0A0F8XS45|A0A0F8XS45_9ZZZZ	sp|P86325|EST1_THEFU	42.748	131	71	2	39	166	10	139	8.04e-30	106
tr|A0A0F8XS45|A0A0F8XS45_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	41.353	133	69	4	39	166	11	139	3.90e-27	99.4
tr|A0A0F9AVG6|A0A0F9AVG6_9ZZZZ	sp|P86325|EST1_THEFU	37.190	121	68	2	35	148	80	199	2.51e-16	72.0
tr|A0A0F9AVG6|A0A0F9AVG6_9ZZZZ	tr|D7R6G8|D7R6G8_BACIU	40.566	106	50	4	53	145	96	201	1.99e-13	63.2
tr|A0A0F9AVG6|A0A0F9AVG6_9ZZZZ	102	35.294	119	62	3	33	136	82	200	1.47e-12	59.7
