tr|A0A0N9DSQ2|A0A0N9DSQ2_DELCA	IS10	43.011	93	53	0	623	715	76	168	3.38e-19	82.4
tr|A0A0N9DSQ2|A0A0N9DSQ2_DELCA	UNZ81748.1	42.268	97	56	0	623	719	76	172	3.49e-15	70.5
tr|A0A0N9DSQ2|A0A0N9DSQ2_DELCA	OQN32_06240	31.461	89	60	1	624	712	98	185	3.52e-08	48.9
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	tr|D7R6G8|D7R6G8_BACIU	32.510	526	272	21	14	516	5	470	9.20e-59	196
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	sp|P86325|EST1_THEFU	28.788	528	300	19	14	517	4	479	1.34e-49	172
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	102	43.842	203	95	6	38	228	30	225	1.66e-44	153
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	102	43.842	203	95	6	38	228	30	225	6.89e-42	154
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	101	35.249	261	144	9	88	338	2	247	5.06e-36	130
tr|A0A3B3C7G0|A0A3B3C7G0_ORYME	IS10	31.624	117	65	3	107	223	76	177	4.90e-10	53.9
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	tr|D7R6G8|D7R6G8_BACIU	32.571	525	271	21	46	547	5	469	1.25e-58	197
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	sp|P86325|EST1_THEFU	28.788	528	300	19	46	549	4	479	3.49e-49	171
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	102	43.842	203	95	6	70	260	30	225	1.89e-44	153
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	102	43.842	203	95	6	70	260	30	225	8.15e-42	154
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	101	35.249	261	144	9	120	370	2	247	7.09e-36	130
tr|A0A3B3C7H5|A0A3B3C7H5_ORYME	IS10	31.624	117	65	3	139	255	76	177	5.23e-10	53.9
tr|A0A3B3CTG9|A0A3B3CTG9_ORYME	IS10	41.414	99	58	0	353	451	74	172	3.13e-19	82.4
tr|A0A3B3CTG9|A0A3B3CTG9_ORYME	UNZ81748.1	40.206	97	58	0	355	451	76	172	2.85e-15	70.5
tr|A0A3B3CTG9|A0A3B3CTG9_ORYME	UNZ81748.1	34.328	67	42	1	602	668	224	288	8.64e-07	44.3
tr|A0A3B3CTG9|A0A3B3CTG9_ORYME	OQN32_06240	32.584	89	59	1	356	444	98	185	3.70e-08	48.5
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	tr|D7R6G8|D7R6G8_BACIU	29.883	512	280	19	25	503	5	470	7.41e-58	193
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	sp|P86325|EST1_THEFU	29.693	522	279	21	25	504	4	479	2.16e-48	168
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	102	38.182	220	114	5	25	227	11	225	3.92e-42	146
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	102	38.356	219	113	5	26	227	12	225	1.99e-39	146
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	101	35.714	224	111	9	99	297	2	217	1.06e-30	115
tr|A0A3B3D3U0|A0A3B3D3U0_ORYME	IS10	30.172	116	60	5	102	208	63	166	9.57e-08	46.6
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	tr|D7R6G8|D7R6G8_BACIU	30.769	520	283	18	38	537	5	467	8.46e-55	186
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	102	43.460	237	110	8	28	252	1	225	7.73e-51	170
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	102	43.460	237	110	8	28	252	1	225	5.25e-48	173
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	sp|P86325|EST1_THEFU	31.056	483	255	21	61	511	22	458	6.77e-48	167
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	101	36.296	270	139	10	112	367	2	252	3.93e-36	130
tr|A0A3B3DMS4|A0A3B3DMS4_ORYME	IS10	28.205	117	69	3	131	247	76	177	3.83e-07	45.1
tr|A0A3B3DQS9|A0A3B3DQS9_ORYME	IS10	40.541	111	66	0	404	514	74	184	1.34e-18	80.9
tr|A0A3B3DQS9|A0A3B3DQS9_ORYME	UNZ81748.1	35.135	111	72	0	406	516	76	186	1.35e-12	62.8
tr|A0A3B3DQS9|A0A3B3DQS9_ORYME	UNZ81748.1	30.233	86	58	1	742	827	224	307	1.86e-07	46.6
tr|A0A3B3DQS9|A0A3B3DQS9_ORYME	OQN32_06240	28.319	113	70	3	397	503	92	199	3.48e-06	42.7
tr|A0A6J3QHM1|A0A6J3QHM1_TURTR	IS10	35.152	165	104	2	391	553	76	239	4.44e-19	82.0
tr|A0A6J3QHM1|A0A6J3QHM1_TURTR	UNZ81748.1	42.268	97	56	0	391	487	76	172	7.97e-15	69.3
tr|A0A6J3QHM1|A0A6J3QHM1_TURTR	UNZ81748.1	33.333	87	56	1	707	793	224	308	4.60e-07	45.4
tr|A0A6J3QHM1|A0A6J3QHM1_TURTR	OQN32_06240	31.461	89	60	1	392	480	98	185	3.44e-08	48.9
tr|A0A6J3QHQ3|A0A6J3QHQ3_TURTR	IS10	35.152	165	104	2	367	529	76	239	4.42e-19	82.0
tr|A0A6J3QHQ3|A0A6J3QHQ3_TURTR	UNZ81748.1	42.268	97	56	0	367	463	76	172	9.61e-15	68.9
tr|A0A6J3QHQ3|A0A6J3QHQ3_TURTR	UNZ81748.1	33.333	87	56	1	683	769	224	308	4.24e-07	45.4
tr|A0A6J3QHQ3|A0A6J3QHQ3_TURTR	OQN32_06240	31.461	89	60	1	368	456	98	185	2.98e-08	48.9
tr|A0A6J3QHQ8|A0A6J3QHQ8_TURTR	IS10	35.570	149	93	3	622	769	76	222	4.45e-19	82.4
tr|A0A6J3QHQ8|A0A6J3QHQ8_TURTR	UNZ81748.1	42.268	97	56	0	622	718	76	172	5.75e-15	70.1
tr|A0A6J3QHQ8|A0A6J3QHQ8_TURTR	UNZ81748.1	33.333	87	56	1	938	1024	224	308	1.08e-06	44.7
tr|A0A6J3QHQ8|A0A6J3QHQ8_TURTR	OQN32_06240	31.461	89	60	1	623	711	98	185	3.48e-08	49.3
tr|A0A6J3QIQ8|A0A6J3QIQ8_TURTR	IS10	35.152	165	104	2	345	507	76	239	4.57e-19	82.0
tr|A0A6J3QIQ8|A0A6J3QIQ8_TURTR	UNZ81748.1	42.268	97	56	0	345	441	76	172	8.75e-15	68.9
tr|A0A6J3QIQ8|A0A6J3QIQ8_TURTR	UNZ81748.1	33.333	87	56	1	661	747	224	308	4.39e-07	45.1
tr|A0A6J3QIQ8|A0A6J3QIQ8_TURTR	OQN32_06240	31.461	89	60	1	346	434	98	185	2.54e-08	49.3
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	tr|D7R6G8|D7R6G8_BACIU	31.250	528	291	19	26	533	6	481	3.23e-56	191
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	sp|P86325|EST1_THEFU	30.898	479	267	20	45	497	18	458	3.24e-45	161
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	102	45.631	206	88	8	50	241	30	225	1.81e-43	151
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	102	45.631	206	88	8	50	241	30	225	9.58e-41	152
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	101	37.021	235	119	10	100	322	2	219	4.82e-34	125
tr|A0A6J3RJB7|A0A6J3RJB7_TURTR	IS10	31.159	138	70	7	90	222	49	166	7.44e-09	50.4
tr|A0A834BXR7|A0A834BXR7_ORYME	IS10	40.541	111	66	0	404	514	74	184	9.95e-19	81.3
tr|A0A834BXR7|A0A834BXR7_ORYME	UNZ81748.1	35.135	111	72	0	406	516	76	186	9.10e-13	63.2
tr|A0A834BXR7|A0A834BXR7_ORYME	UNZ81748.1	30.233	86	58	1	743	828	224	307	1.81e-07	46.6
tr|A0A834BXR7|A0A834BXR7_ORYME	OQN32_06240	29.204	113	69	3	397	503	92	199	1.60e-06	43.9
tr|A0A834C075|A0A834C075_ORYME	tr|D7R6G8|D7R6G8_BACIU	29.472	492	273	18	34	504	5	443	6.12e-54	182
tr|A0A834C075|A0A834C075_ORYME	sp|P86325|EST1_THEFU	31.653	496	271	22	34	504	4	456	1.13e-48	168
tr|A0A834C075|A0A834C075_ORYME	102	38.767	227	115	6	34	248	11	225	1.32e-44	152
tr|A0A834C075|A0A834C075_ORYME	102	38.938	226	114	6	35	248	12	225	7.76e-42	153
tr|A0A834C075|A0A834C075_ORYME	101	38.428	229	121	8	108	329	2	217	4.50e-38	135
tr|A0A834C075|A0A834C075_ORYME	IS10	29.839	124	62	6	111	229	63	166	7.64e-07	43.9
tr|A0A834C3Z9|A0A834C3Z9_ORYME	IS10	41.414	99	58	0	353	451	74	172	3.28e-19	82.0
tr|A0A834C3Z9|A0A834C3Z9_ORYME	UNZ81748.1	40.206	97	58	0	355	451	76	172	2.56e-15	70.5
tr|A0A834C3Z9|A0A834C3Z9_ORYME	UNZ81748.1	34.328	67	42	1	602	668	224	288	7.77e-07	44.3
tr|A0A834C3Z9|A0A834C3Z9_ORYME	OQN32_06240	32.584	89	59	1	356	444	98	185	4.00e-08	48.5
tr|A0A834CRG4|A0A834CRG4_ORYME	tr|D7R6G8|D7R6G8_BACIU	32.184	522	269	20	22	515	5	469	1.86e-58	196
tr|A0A834CRG4|A0A834CRG4_ORYME	sp|P86325|EST1_THEFU	29.545	528	288	22	22	517	4	479	1.98e-47	166
tr|A0A834CRG4|A0A834CRG4_ORYME	102	43.842	203	95	6	46	236	30	225	4.58e-45	154
tr|A0A834CRG4|A0A834CRG4_ORYME	102	43.842	203	95	6	46	236	30	225	2.39e-42	155
tr|A0A834CRG4|A0A834CRG4_ORYME	101	36.187	257	139	9	96	338	2	247	7.67e-38	135
tr|A0A834CRG4|A0A834CRG4_ORYME	IS10	31.624	117	65	3	115	231	76	177	6.65e-10	53.5
tr|A0A834CVW7|A0A834CVW7_ORYME	tr|D7R6G8|D7R6G8_BACIU	30.962	520	282	19	24	523	5	467	1.05e-54	186
tr|A0A834CVW7|A0A834CVW7_ORYME	102	43.460	237	110	8	14	238	1	225	6.32e-51	170
tr|A0A834CVW7|A0A834CVW7_ORYME	102	43.460	237	110	8	14	238	1	225	4.20e-48	173
tr|A0A834CVW7|A0A834CVW7_ORYME	sp|P86325|EST1_THEFU	31.405	484	252	22	47	497	22	458	6.46e-48	167
